"","Indice","response","phi_l_ed","phi_l_jw","phi_l_dm1","phi_l_dm2","phi_f_ed","phi_f_jw","phi_f_dm1","phi_f_dm2","phi_m_ed","phi_m_jw","phi_m_dm1","phi_m_dm2","phi_addr","phi_age","phi_res_city","phi_race","phi_ethnic","phi_party","phi_gender","phi_birth_st"
"2022",2022,1,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,1,1,1,1,1
"2023",2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2024",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2025",2025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2026",2026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2027",2027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2028",2028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2029",2029,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2030",2030,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,1
"2031",2031,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2032",2032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2033",2033,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1
"2034",2034,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2035",2035,1,0,0,0,0,0,0,0,0,8,1,4,4,3,1,1,1,1,0,1,1
"2036",2036,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2037",2037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2038",2038,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2039",2039,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1
"2040",2040,1,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,1,1,0,1,1
"2041",2041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2042",2042,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2043",2043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2044",2044,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2045",2045,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2046",2046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2047",2047,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1
"2048",2048,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2049",2049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2050",2050,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2051",2051,1,0,0,0,0,0,0,0,0,1,0.025925925925926,0,0,14,1,1,1,1,0,1,1
"2052",2052,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1
"2053",2053,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1
"2054",2054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2055",2055,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1
"2056",2056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2057",2057,1,7,0.541666666666667,4,4,0,0,0,0,0,0,0,0,13,1,0,1,0,1,1,1
"2058",2058,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1
"2059",2059,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2060",2060,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2061",2061,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2062",2062,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2063",2063,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2064",2064,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2065",2065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2066",2066,1,1,0.0428571428571429,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2067",2067,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2068",2068,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,1,1,1,1,1
"2069",2069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2070",2070,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1
"2071",2071,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,0,0,1,1
"2072",2072,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2073",2073,1,6,0.358333333333333,2,2,0,0,0,0,4,0.24,3,3,0,1,1,1,1,1,1,1
"2074",2074,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2075",2075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2076",2076,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2077",2077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2078",2078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2079",2079,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2080",2080,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2081",2081,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,1,1,0,1,1
"2082",2082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2083",2083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2084",2084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2085",2085,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2086",2086,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2087",2087,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1
"2088",2088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1
"2089",2089,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2090",2090,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2091",2091,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2092",2092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2093",2093,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2094",2094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2095",2095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2096",2096,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2097",2097,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2098",2098,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2099",2099,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2100",2100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2101",2101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2102",2102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1
"2103",2103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2104",2104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2105",2105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2106",2106,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,1,0,1,1,1
"2107",2107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2108",2108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2109",2109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1
"2110",2110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1
"2111",2111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2112",2112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2113",2113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2114",2114,1,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,1,1,0,1,1
"2115",2115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2116",2116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2117",2117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2118",2118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2119",2119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2120",2120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2121",2121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2122",2122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2123",2123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2124",2124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2125",2125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2126",2126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2127",2127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2128",2128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2129",2129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1
"2130",2130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2131",2131,1,6,0.45,4,4,0,0,0,0,5,1,3,3,15,1,1,1,0,1,1,1
"2132",2132,1,0,0,0,0,0,0,0,0,3,0.225,1,1,0,1,1,1,0,1,1,1
"2133",2133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2134",2134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1
"2135",2135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2136",2136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2137",2137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2138",2138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2139",2139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2140",2140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2141",2141,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2142",2142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2143",2143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2144",2144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2145",2145,1,7,0.577380952380952,4,4,0,0,0,0,8,1,4,4,0,1,1,1,1,1,1,1
"2146",2146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2147",2147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2148",2148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2149",2149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2150",2150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2151",2151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2152",2152,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2153",2153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2154",2154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2155",2155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1
"2156",2156,1,6,0.361111111111111,3,3,0,0,0,0,0,0,0,0,2,1,1,1,0,1,1,1
"2157",2157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2158",2158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2159",2159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2160",2160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2161",2161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2162",2162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2163",2163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2164",2164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2165",2165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2166",2166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2167",2167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2168",2168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2169",2169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2170",2170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2171",2171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2172",2172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2173",2173,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,1,1,1,1
"2174",2174,1,0,0,0,0,0,0,0,0,1,0.0285714285714286,1,1,0,1,1,1,1,1,1,1
"2175",2175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2176",2176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1
"2177",2177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2178",2178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2179",2179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2180",2180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2181",2181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2182",2182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1
"2183",2183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2184",2184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2185",2185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2186",2186,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2187",2187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2188",2188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2189",2189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2190",2190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2191",2191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2192",2192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2193",2193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2194",2194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2195",2195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2196",2196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2197",2197,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2198",2198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2199",2199,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2200",2200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2201",2201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2202",2202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2203",2203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2204",2204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2205",2205,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,1,1,1,1
"2206",2206,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,1,1,1,1,1
"2207",2207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2208",2208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2209",2209,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,1,1,1,1
"2210",2210,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2211",2211,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,1,1,1,1
"2212",2212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2213",2213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2214",2214,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2215",2215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2216",2216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2217",2217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2218",2218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2219",2219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2220",2220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2221",2221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2222",2222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2223",2223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2224",2224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2225",2225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2226",2226,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,1,1,1,1,1
"2227",2227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2228",2228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2229",2229,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1
"2230",2230,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1
"2231",2231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2232",2232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2233",2233,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2234",2234,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2235",2235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2236",2236,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2237",2237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2238",2238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2239",2239,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2240",2240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2241",2241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2242",2242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2243",2243,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2244",2244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2245",2245,1,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,1,1,1,1,1
"2246",2246,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2247",2247,1,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,1,1,1,1,1
"2248",2248,1,0,0,0,0,0,0,0,0,7,1,3,3,0,1,1,1,1,0,1,1
"2249",2249,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2250",2250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2251",2251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2252",2252,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2253",2253,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2254",2254,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2255",2255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2256",2256,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,1,1,1,1
"2257",2257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2258",2258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2259",2259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2260",2260,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2261",2261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2262",2262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2263",2263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2264",2264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2265",2265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2266",2266,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2267",2267,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2268",2268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2269",2269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2270",2270,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2271",2271,1,13,0.342542016806723,3,3,5,0.3075,1,1,8,0.459259259259259,3,3,0,1,1,1,1,1,1,1
"2272",2272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2273",2273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2274",2274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2275",2275,1,7,1,3,3,0,0,0,0,6,1,3,3,0,1,1,1,1,1,1,1
"2276",2276,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,1,0,1,1
"2277",2277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2278",2278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2279",2279,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2280",2280,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2281",2281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2282",2282,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2283",2283,1,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,1,1,1,1,1
"2284",2284,1,0,0,0,0,0,0,0,0,0,0,0,0,19,1,1,1,1,1,1,1
"2285",2285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2286",2286,1,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,1,1,1,1,1
"2287",2287,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2288",2288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2289",2289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2290",2290,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1
"2291",2291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2292",2292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2293",2293,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2294",2294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2295",2295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1
"2296",2296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2297",2297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2298",2298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2299",2299,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1
"2300",2300,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"2301",2301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"2302",2302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
